yorum;;;;;;;;;
Çok güzel bir telefona benziyor. En çok beyaz olanýný beðendim ????????????yorum;;;;;;;;;
telefon yaklaþýk 12 saatte þarj oluyor . h.burada saðolsun alýcýya da ulaþamýyoruz. yorumu buraya býrakayým . alýrken düþününyorum;;;;;;;;;
Paket içinden kulaklýk çýkmadý müþteri hizmetleri kutu içinde olmadýðýný söyledi.Çok acayip çok.Ürünü iade edebilirim.yorum;;;;;;;;;
Ben böyle dandik bir kamera görmedim. 4 adet kamera koymuþlar ama ekranda siyah dalgalanmalarý oluyor. Verdiðim paraya bin piþman oldum.yorum;;;;;;;;;
Uygulama ve Menu tusu yok ve hic estetik degilyorum;;;;;;;;;
Telefon daha bugün geldi herþey iyi hoþ fakat sürekli wifi kopuyor(1 dk bile sürmeden defalarca kopuyor) evdeki hiçbir cihazda bu durum yokken yeni alýnan cihazda;olmasý.;.yoru;m;;;;;;
Ürünle ilgili görüþlerinizi paylaþtýðýnýz için müþterilerimiz adýna teþekkür ederiz.;;;;;;;;;
Güzel ürünyorum;;;;;;;;;
bu ürünü güzelyorum;;;;;;;;;
"""CEPTELEFONU.ONLÝNE dan aldým  ürün türkiye garantili diyorsunuz ama hangi garanti kapsamýnda çözemedim tek sýkýntým bu. yeni olduðu için çok yorum yapmak mümkün";deðil, a;nneme;he;diye a;ld;ýð;ým;içi;"n de fiyat performans olarak gayet baþarýlýdý. almadan önce bir teknoloji maðazasýnda incelemenizi tavsiye ederim.  çok hýzlý kargolandý. teþekkür ederim,""yorum"
Sorunsuz geldi. Teþekkür ederiz trendyol. Sadecr efsane cuma dolayýsýyla geç geldi. Xiaomi tam f p ürünü tavsiye ederim þiddetle.yorum;;;;;;;;;
zaten iyice araþtýrarak almýþtým tam bir fiyat performans ürünü. tavsiye ederim.yorum;;;;;;;;;
güzel paketlenmiþti ve kýsa sürede elime ulaþtý içiniz rahat olsun hiç bir sorun çýkmadýyorum;;;;;;;;;
çok memnun kaldýmyorum;;;;;;;;;
Ederine göre baþarýlý ürün. Ayný özellikleri sahip daha pahalý ürünlerine yönelme ize gerek yok. Gerek tasarým gerek performans verdiðiniz paranýn karþýlýðýný ala;caðýnýz;bir ü;rün;yorum;;;;;
5 gun once urunu aldim güzelyorum;;;;;;;;;
Kargo yavaþtý ama telefon süperyorum;;;;;;;;;
güzell tek kelimeyorum;;;;;;;;;
Müthiþ telefon.yorum;;;;;;;;;
tþk ederim ürün bir harika tavsiye ederim 2 ci urunude sipariþ verdimyorum;;;;;;;;;
Çok iyi bir cihaz.yorum;;;;;;;;;
hýzlý teslimat paketleme paketlemeye biraz daha özen gosterilmeliyorum;;;;;;;;;
Bu fiyata çok iyi telefonyorum;;;;;;;;;
Ürün uygun fiyatlý ve  teknik özellikleri yüksek.tavsiye edebileceðim bir telefon.Boþ yere ýphone samsunglara dünyanýn parasýný vermeye gerek yok.;;;;;;;;;
yorum;;;;;;;;;
kullanýþlý ürün güzel hýzlýyorum;;;;;;;;;
Alýþveriþinizden memnun deðilim.yorum;;;;;;;;;
harika bir telefon herkese tavsiye ederimyorum;;;;;;;;;
telefon anlatýldýðý gibi kargoya verilme süresi biraz uzun sürdü kampanyadan dolayý heralde kamerasý iþlemcisi görünüþü çok güzelyorum;;;;;;;;;
baya güzel bi telefonmus þuan bu telefonla yazmak çok hoþ bi duygu ve geç gelmesi beklemek çok kötüydü fakat beklediðine deðdigini þimdi anliyorumyorum;;;;;;;;;
Ürün 2 gün içerisinde tertemiz bir þekilde elimize ulaþtý çok beðendikyorum;;;;;;;;;
Merhaba sipariþi bugün geçtik acaba ne zaman kargoya verilir ve ürünü Saglam kutulanmasini rica ederim çok teþekkürler :)yorum;;;;;;;;;
Baþka maðazadan aldým ama yorum yapmak istedim. Ürün fiyat performans açýsýndan mükemmel. Þarjý yoðun kullanmama raðmen bir buçuk gün rahat gidiyor. 1 buçuk saat;gibi sür;ede t;am;þarj o;lu;yo;r.;Kor;kunç bir büyüklüðü yok kýsa sürede alýþýyorsunuz. Ayný þekilde aþýrý bir aðýrlýðý yok. Hýzlý bir telefon. Kamera açýsýndan da oldukça baþarýlý. Tatmin edici demicem çünkü fazlasýyla iyi durumda. Ýyiki almýþým diyorum.yorum
süper bir telefon fiyat performans ürünü kesinlikle tek eksiði kulaklýksýz gelmesiyorum;;;;;;;;;
ürünü aldýktan sonra 2 gün içinde kargo elime ulaþtý. hýzlý ve özenli kargo için. BÝZTECH. satýcýsýna teþekkürler. telefon un ilk görünüm güzel kullandýkça telefo;n hakkýn;da da;da;ha faz;la;b;il;gi y;azarimyorum
kargo yoðunluk sebebi ile geç gelmiþ olsa da ürün iyi paketlenmiþ ve gayet baþarýlý bir telefon . tavsiye ederim almak isteyenler hiç düþünmesin bileyorum;;;;;;;;;
ürün baya geç geldi ama tahmini teslim sürecinde geldiyorum;;;;;;;;;
Ürün fiyat/performans olarak çok baþarýlý.yorum;;;;;;;;;
sistemsel yoðunluktan olsa gerek hala kargoda görünüyor ama ürün elime ulaþtý paketlemesi özenle hazýrlanmýþ henüz kullanmadým sadece biraz inceledim kamera ve hý;z konusu;nda g;aye;t baþa;rý;lý;.g;aran;ti konusunda kararsýz þüphelerim vardý ama GENPA garantili geldi fatura irsaliye hepsi mevcut.renk olarak orman yeþili yýkýlýyor gerçekten tam bir fiyat performans ürünü muadillerine bakarsak fiyatlar uçuk zaten eðer marka takýntýniz yoksa ve bütçeniz uygunsa kesinlikle almanýzý tavsiye ederim ben çok beðendim teþekkürler..yorum
fiyatýna göre süper ötesi mükemmel bir ürün  tabi efsane cuma yada muhteþem günlerde sakýn almayýn çok geç geliyoryorum;;;;;;;;;
"""Muhteþem bir ürün, kim ne diyor boþverin. Fiyat, performansda en iyisi. Piþman olmazsýnýz.""yorum";;;;;;;;;
Telefonu aldýktan iki hafta sonra geldi ama paketlemede sorun yok. Gayet güzel bi telefon. Harika bir fiyat performans ürünü. tavsiye ederimyorum;;;;;;;;;
Kargo uzun sürdü ama deðdi. Güzel paketleme için teþekkürler. Bu fiyata bu telefon kacmaz.yorum;;;;;;;;;
cok güzel bir telefon fakat kargo çok geç geldiyorum;;;;;;;;;
"""telefonumu p.tesi aldým ,cihaz gerçekten harika bi cihaz.bu fiyata 2025tl idi benim alýþ rakamým 128/6 gb için efsane telefon ve genpa garantili..düþünmeden alin";derim þ;arjý;çok;iyi s;ab;ah;8;den;"akþam 12 e kadar kullandým hala %38 pili vardý ..heryönden ihtiyacýnýzý karþýlayacak 1 telefon teþekkürler Trendyol...""yorum"
telefon güzel beni tatmin etmeyen bataryasý cokda kötü deðil ama 4500 mah bý bataryaya gibi deðil bide ara yüzü hiç beðenmedim alýþamadým bý turluyorum;;;;;;;;;
"""yeþil mükemmel telefon mükemmel Xiaomi mükemmel ikinci xioami alýþim. Al memnun kal, enayi gibi iki üç katý fazla ödeme,""yorum";;;;;;;;;
Tam söylenen gibi uygun fiyatlý ve çok hoþ bir ürünyorum;;;;;;;;;
kargo geç gelse de ürün gayet iyiyorum;;;;;;;;;
ürün çok güzel yorum;;;;;;;;;
telefondan çok memnunumyorum;;;;;;;;;
Aldýðýmýzdan beri hoparlör kýsmýnda sorun yaþýyoruz evet çok düzenli geldi karþýlama çok güzeldi ama bir daha bu tarz sitelerden telefon alacaðýmý düþünmüyorumyor;um;;;;;;;;
fiyatý çok uygun olmasýna raðmen çok hoþ ve kaliteli bir telefonyorum;;;;;;;;;
Güzel bir alýþveriþ olduyorum;;;;;;;;;
Fiyata göre süperyorum;;;;;;;;;
